customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
BVLY-3BF51,Female,0,Yes,No,50,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,47.25,2397.71,No
KPQM-E9AFF,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.85,649.97,Yes
IHTN-7BAE5,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),59.54,59.54,No
TFYC-C1EFD,Male,1,Yes,No,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),42.15,2079.73,No
UMGZ-8DBB5,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.48,5739.49,Yes
LLPS-3308A,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,48.93,2684.23,No
FSAW-BAB5F,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),49.77,294.27,Yes
TEXT-4F3AA,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.98,4365.41,No
ZOZH-C3FCA,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.94,635.93,No
BMDX-6DE1C,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.95,995.97,No
HCGO-DB344,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.3,1707.87,No
TNAB-1F87C,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.72,1437.43,No
EAHF-CDAE7,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.8,3936.9,No
GIDX-9C4B5,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),33.8,422.19,No
LQZO-B96EF,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.85,741.78,No
IXLT-8CD6B,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.68,2134.15,No
NUES-975B5,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.22,1396.26,Yes
AYLE-3D547,Male,0,Yes,No,71,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),49.2,3490.45,No
AOBV-63725,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.0,1011.29,No
DRZM-11D54,Female,0,Yes,No,18,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,35.82,652.47,No
CRBX-31B5B,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,42.73,309.04,Yes
BWIT-E855A,Male,0,Yes,No,37,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,43.3,1574.68,No
ADQA-4A4EF,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.59,164.17,Yes
AEXA-7F940,Female,0,No,Yes,64,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,47.7,3072.93,No
KOCN-65FEB,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,64.05,4237.66,No
PMBH-05795,Female,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.92,206.15,No
GSDD-B9DBE,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.74,1963.68,No
RVEN-FC6E5,Male,1,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.18,4162.57,Yes
AUKA-31FDE,Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.96,1642.85,No
EUOH-AF70D,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.84,30.84,No
EEQU-CDE24,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),78.66,3361.6,No
SKSL-709DD,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.79,1964.91,No
IRFQ-6EB1D,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.91,584.36,Yes
SFHE-4FE85,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,67.88,4326.08,No
JYFT-FDBE3,Female,1,Yes,No,25,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.96,881.22,No
ZCAF-93A1B,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.35,19.35,No
FNDZ-69797,Female,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.43,0.0,No
BVQG-1E5EC,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),55.19,993.36,No
YREA-379E2,Male,0,No,Yes,10,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,50.7,534.07,Yes
QCMB-59BC8,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),49.14,508.72,No
GXYZ-CC196,Male,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.03,1281.57,No
GBFX-EB1A2,Male,0,No,Yes,35,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),63.71,2179.29,No
RAHD-E9E0B,Male,0,No,No,67,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.64,4453.03,Yes
MMWB-F0528,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.76,164.92,Yes
PQUT-F7224,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,57.9,1429.62,No
PBYZ-2C97B,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,40.91,782.22,No
OIOD-4F294,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.26,2450.7,No
MGOO-949BB,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,42.64,278.98,Yes
OHNN-F65BA,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,58.03,170.23,No
LAST-E8837,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,56.07,2838.19,No
ANSU-ACAC6,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,39.07,1181.96,No
PQOO-C358A,Female,0,Yes,Yes,54,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),46.81,2557.18,No
NFVO-6E62F,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,51.48,23.41,No
JXNG-6EF2F,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),72.37,287.9,Yes
WQEP-61F91,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.27,853.3,Yes
IVLM-21FF1,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.84,33.84,Yes
ORWO-D1074,Female,1,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.81,218.57,No
TIKN-F1860,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),49.45,1044.51,No
VXET-BB751,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,64.58,2667.62,No
AEND-A9518,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.01,45.01,No
VKUH-1AEEF,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.71,104.01,No
CBOY-F46AE,Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),49.19,1424.82,No
EZVB-DAF3F,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,49.29,433.13,Yes
BBLR-24622,Male,1,No,Yes,64,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.3,2263.35,No
DYYQ-A206F,Female,0,No,No,61,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.74,3082.84,No
MVJI-C7BBB,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.41,1328.31,No
RVMH-85058,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.34,65.29,Yes
NISH-A4FA8,Female,0,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.93,1389.36,No
LTLU-2DF33,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.33,3387.07,No
YKSE-6BE61,Female,0,Yes,No,67,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,52.27,3570.25,No
KQWV-C2897,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.16,25.19,No
XYFY-DB6C9,Female,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.42,373.92,No
XSZK-17FAB,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,65.15,76.11,Yes
QPBK-15BC3,Female,0,Yes,No,67,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,37.97,2530.42,No
RFFY-93207,Male,0,No,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,49.38,3234.82,No
CPLQ-32111,Female,0,Yes,No,29,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),39.24,1137.25,No
GUPG-ECCEB,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.12,551.21,Yes
YIWC-4E285,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),57.17,465.63,No
CGNQ-A2510,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.8,599.95,No
KQJB-365D9,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.9,2042.96,No
ZEJC-0E7A4,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.67,549.01,Yes
BXRS-866C3,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,55.01,369.94,Yes
IHNZ-E83F5,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),58.98,546.3,No
JXGM-E590F,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,28.41,763.16,No
KRNL-60465,Male,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.13,808.29,No
HQVX-FA6A2,Female,0,No,No,45,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),56.42,2575.77,No
VNEL-45005,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,38.36,385.59,Yes
HZGI-ED011,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,70.92,356.28,Yes
LOJA-3951A,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.08,149.55,No
PMYV-0E07E,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.94,2269.21,Yes
ZABG-44659,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.78,2420.19,Yes
WOIO-9EF4E,Female,0,No,No,61,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.5,3274.93,No
VDOD-70494,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.1,396.55,Yes
AKOT-27321,Female,0,No,No,40,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.39,2974.11,No
TXRJ-F78AA,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.19,1880.51,No
MMIR-A6B26,Male,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,62.64,1750.93,No
ZTSW-9A7DB,Male,0,No,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.87,1301.18,No
NDUI-51321,Female,0,No,No,66,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.46,2176.05,No
AHTW-36DBE,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),54.67,339.53,Yes
KEDS-075EF,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.8,738.96,No
MPJU-4BE23,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,51.81,1034.63,No
JVQF-5AF71,Female,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,49.34,Yes
CADK-44C7B,Female,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,51.3,1462.36,No
OFYM-D1DB3,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.99,1539.91,Yes
UTXF-EC554,Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),46.49,1557.63,No
MXVD-2095C,Female,0,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.52,282.94,Yes
TFST-FB5F4,Male,1,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.63,1502.63,Yes
UJYU-933FC,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.38,1069.52,Yes
NWUK-DC70B,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,63.26,148.88,No
IJSV-1D49D,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),55.87,2329.1,No
FFZJ-F598F,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,59.64,334.7,Yes
ONMJ-77C08,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.18,105.48,No
OTRL-1543B,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.52,3101.2,No
MUDZ-745DB,Male,0,No,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.12,3149.07,No
EZDH-B87EC,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.18,153.69,No
ZHWF-C891E,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.11,544.64,No
HPEY-5CC81,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.07,600.8,No
HPNP-38171,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.7,1112.73,No
ROWM-23DF0,Female,0,No,Yes,41,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.98,2037.87,No
RMGN-E3D1B,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,35.55,288.04,Yes
BBAU-9B2EC,Female,1,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.83,324.51,Yes
MXDH-02D6A,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,67.49,2256.28,Yes
WTKJ-1DF87,Male,0,Yes,No,20,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.67,1124.73,Yes
WIKX-6E277,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.48,3315.03,Yes
HZMW-35793,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.16,89.28,Yes
IQHT-7F3D7,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.3,3194.01,Yes
CSFD-8C490,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.98,367.83,No
ETAJ-81F85,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.32,1692.04,No
ZORC-208DE,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.6,1566.96,Yes
OBQQ-9B8B7,Male,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,63.78,403.75,Yes
DCXL-540F1,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.82,139.89,Yes
FLJB-5C4D5,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),50.47,2631.79,No
ACVK-FC04B,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,55.18,1112.7,Yes
BZEU-D8CEB,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.13,916.89,Yes
SKHW-36865,Female,0,Yes,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),42.5,42.5,Yes
PIZE-6D7BA,Female,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,57.14,179.45,No
ITGT-2B1DA,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.12,0.0,No
BCEY-94403,Female,1,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.88,764.52,Yes
WPJA-5619A,Female,0,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,908.61,No
ZJHV-5ABE5,Male,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.2,573.07,No
QDUB-B371B,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,51.47,524.64,Yes
MRJA-9BA4B,Female,0,No,Yes,59,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),43.47,2540.11,Yes
OFCI-0B002,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.5,1877.06,No
IAQD-C8162,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.55,2033.8,No
ZPVJ-236C6,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.37,434.36,No
YJGM-1A1A6,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.24,140.01,No
JPSY-4CDFF,Male,1,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,41.13,1576.71,No
UHSU-4DB7D,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),22.18,198.86,No
CRUB-683EA,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.27,81.93,No
HLCC-BF43A,Female,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.22,1329.91,No
NDRF-17B8A,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.0,2474.48,No
GMSN-3F1EB,Male,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.97,0.0,Yes
CGJY-84E1D,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.37,3151.76,No
VKBX-F6242,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),63.76,2520.63,Yes
PNJQ-906DC,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),53.55,3716.21,No
WYBH-78CBB,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),45.42,3178.39,No
ERUT-912BD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,56.56,418.53,No
VLPE-93CC0,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),52.41,1577.12,No
YUJL-1E1EA,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,63.75,209.31,No
XJXL-55F77,Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.15,684.64,No
QOOJ-2F7F7,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.75,1937.71,No
POZC-82D8E,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.8,408.6,No
HEQD-5532A,Female,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,26.69,1361.5,No
TKHE-AC86A,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.66,2435.55,No
XZFM-EADF1,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,49.67,179.5,Yes
PNHQ-17669,Female,1,Yes,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,31.5,401.89,No
YYSI-FFDDD,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.64,2713.96,Yes
TSQQ-6EA9B,Male,0,No,Yes,4,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.5,282.82,Yes
BXPY-13FBA,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.45,1601.71,No
KOOF-9855C,Female,0,Yes,No,8,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),41.26,325.9,No
RMPG-78428,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),41.38,2302.85,No
